ltable_item_name,rtable_item_name,label
FORLAX 10GR B/20 SACH,Johnson Baby Cottontouch Sua Tam Goi Cho Be Chai 500ml,0
Difuzit,Johnson Baby Cottontouch Sua Tam Goi Cho Be Chai 500ml,0
UVS APIGEN - Gel cải thiện giảm bỏng rát- giảm phồng rộp da 10g. Lô 01250923. NSX 25-09-2023. HSD 25-09-2026,Johnson Baby Cottontouch Sua Tam Goi Cho Be Chai 500ml,0
ST GOI TOAN THAN JOHNSON’S MEM MIN 500ML,Johnson Baby Cottontouch Sua Tam Goi Cho Be Chai 500ml,1
TTX02 - Thông xoang Nam Dược (Lọ 15ml),Johnson Baby Cottontouch Sua Tam Goi Cho Be Chai 500ml,0
Khẩu trang 4D PMC Trắng (Hộp 10 cái),Johnson Baby Cottontouch Sua Tam Goi Cho Be Chai 500ml,0
"Băng keo cá nhân Pororo,72x18, 20 miếng/hộp",Johnson Baby Cottontouch Sua Tam Goi Cho Be Chai 500ml,0
GEL BOI TRON KY JELLY 50G ( NEW),Johnson Baby Cottontouch Sua Tam Goi Cho Be Chai 500ml,0
MIFREDNOR 10 (MIFEPRISTON 10MG) - HỘP 1 VIÊN - AGIMEXPHARM,Listerine NSM Cool Mint 100ml,0
VIAGRA TABS 100MG 4'S,Listerine NSM Cool Mint 100ml,0
KONIMAG SUSPENSION 7ML B/30,Listerine NSM Cool Mint 100ml,0
Theo đơn hàng số PO000309105,Listerine NSM Cool Mint 100ml,0
HALIXOL SIRO 100ML T/35H/1Lọ 100ml,Listerine NSM Cool Mint 100ml,0
Kem Nghệ Collagen Thorakao 10 g,Listerine NSM Cool Mint 100ml,0
Xịt thơm miệng không cồn Dentiplus 25ml,Listerine NSM Cool Mint 100ml,0
BVS Diana Sensi băng quần sizeM-L 2-2110,Listerine NSM Total Care Sensitive 250ml,0
4970520262027 - Bao Cao Su Okamoto Crown 3's,Listerine NSM Total Care Sensitive 250ml,0
THUOC GOI TRI GAU (SELSUN 1.8 %) 100 ML,Listerine Nuoc Suc Mieng Kid Huong Berry 250ml,0
THC03 - Siro ho - cảm Ích nhi (90ml) - hàng khuyến mại không thu tiền,Listerine Nuoc Suc Mieng Kid Huong Berry 250ml,0
TEGRETOL CR 200MG 5X10,Listerine Nuoc Suc Mieng Kid Huong Berry 250ml,0
Dung dịch vệ sinh nam Serenys,Listerine Nuoc Suc Mieng Kid Huong Berry 250ml,0
ONSMIX SUSPENSION (H/20 Gói),Listerine Nuoc Suc Mieng Kid Huong Berry 250ml,0
"Kẹo Tic Tac hương vị cam 14,5 g",Listerine Nuoc Suc Mieng Kid Huong Berry 250ml,0
"Megaduo Plus (15g) ( SL: MGP010223, HD: 01/02/2026)",Listerine Nuoc Suc Mieng Kid Huong Berry 250ml,0
ROCIMUS 0.1%W/W;0.10%,Betaloc ZOK Tab 25mg(1vix14vien),0
Dizzo effervescent(B/12blsx4s),Betaloc ZOK Tab 25mg(1vix14vien),0
22_Dung dịch tạo bọt ngăn ngừa mụn (Acnes Foaming Wash) 150 ml,Betaloc ZOK Tab 25mg(1vix14vien),0
PREGNACARE PLUS OMEGA 3 (H/56 VIEN) - UNITED KINGDOM,Betaloc ZOK Tab 25mg(1vix14vien),0
Đường ăn kiêng Tropicana Slim Stevia 125g,Betaloc ZOK Tab 25mg(1vix14vien),0
ATUSSIN TAB B/25BLX4,Nexium-mups Tab 40mg (2Vi x 7Vien),0
Kem đánh răng Oral Clean Tom&Jerry Tutti-Frutti,Nexium-mups Tab 40mg (2Vi x 7Vien),0
Losartan Boston 50 (Hộp 4 vỉ x 15 viên),Nexium-mups Tab 40mg (2Vi x 7Vien),0
Optimum Omega 3 6 9,Nexium-mups Tab 40mg (2Vi x 7Vien),0
BVS Diana SENSI Cool Fresh SMKC 20 -2212,Nexium-mups Tab 40mg (2Vi x 7Vien),0
"Kẹo Tic Tac hương vị cam 14,5 g",Nexium-mups Tab 40mg (2Vi x 7Vien),0
GLUCOPHAGE XR TAB 750MG 30'S,Nexium-mups Tab 40mg (2Vi x 7Vien),0
Tăm chỉ xỉa răng than hoạt tính BF (gói 30 cây),Forxiga Tab 10 mg (2vix14vien),0
"Kem xua muỗi Soffell 13 LT Mosquito Repellent, Orange Peel 60ml",Forxiga Tab 10 mg (2vix14vien),0
TIGER BALM WHITE 30G;,Forxiga Tab 10 mg (2vix14vien),0
ALECENSA CAP 150MG 224 'S,Forxiga Tab 10 mg (2vix14vien),0
Thuốc Hen Phúc Hưng( hộp 1 lọ x 250ml cao lỏng),Crestor Tab 10mg ( 2Vi x 14Vien),0
CRESTOR TAB 10MG 28'S,Crestor Tab 10mg ( 2Vi x 14Vien),1
Potriolac Gel - Nước SX: Việt Nam - Cơ Sở SX : Dopharma,Crestor Tab 10mg ( 2Vi x 14Vien),0
( PO000312182),Arcoxia Tab 120mg (3vx10Vien)),0
ARCOXIA TAB 120MG 30'S,Arcoxia Tab 120mg (3vx10Vien)),1
PO: PO000304760,Arcoxia Tab 120mg (3vx10Vien)),0
Avisla (Hộp 1 lọ x 15ml),Arcoxia Tab 120mg (3vx10Vien)),0
BVS MOLPED TN M.LANH CANH 8X8X6,Ceclor 125mg (Chai 30ml),0
ONG HIT STAR DANAPHA,Ceclor 125mg (Chai 60ml),0
DUPHASTON 10MG TABLETS 1X20'S,Ceclor 125mg (Chai 60ml),0
Keo cay con tau KDG FF Tao que 25g,Ceclor 125mg (Chai 60ml),0
DAU DUONG AM MAT XA JOHNSON'S 200ML,Ceclor 125mg (Chai 60ml),0
Tăm chỉ kẽ răng pharma,Ceclor 125mg (Chai 60ml),0
Đơn đặt hàng số PO000279764,Ceclor 125mg (Chai 60ml),0
CYCLO PROGYNOVA TAB 2MG 21'S,Ceclor 125mg (Chai 60ml),0
Kem Nghệ Thorakao 7g,Ceclor 125mg (Chai 60ml),0
NSM LISTERINE COOL MINT 750ML X 2,Fastum Gel 30g,0
PO000306417,Fastum Gel 30g,0
XUẤT HÀNG THEO PO000311204,Fastum Gel 30g,0
PO000306158,Fastum Gel 30g,0
FASTUM GEL 30GR 1'S,Fastum Gel 30g,1
PO: PO000311002,Fastum Gel 30g,0
DUPHALAC 10G/15ML SACHETS 20'S,Fastum Gel 30g,0
BILAXTEN TAB 20MG 10'S,Bilaxten 20mg (1 Vi x 10 Vien),1
(PO000309905),Bilaxten 20mg (1 Vi x 10 Vien),0
REMINYL 8MG CAPS. B/28,Bilaxten 20mg (1 Vi x 10 Vien),0
GEL BOI TRON KY JELLY 50G ( NEW),Bilaxten 20mg (1 Vi x 10 Vien),0
Snowclear 50ml (Hàng khuyến mại không thu tiền),Priligy Tab 30mg(1vix3vien),0
PM NextG Cal,Priligy Tab 30mg(1vix3vien),0
4547691239105 - Bao Cao Su Okamoto Strawberry 3's,Priligy Tab 30mg(1vix3vien),0
ROCIMUS 0.1%W/W;0.10%,Priligy Tab 30mg(1vix3vien),0
Hapacol 80 gói/1.5gr h/24 t/3456,Priligy Tab 30mg(1vix3vien),0
PRILIGY TAB 30MG 1x3'S,Priligy Tab 30mg(1vix3vien),1
BIMEXSOL VNA H/40,Priligy Tab 30mg(1vix3vien),0
COVERAM 10-10 TAB 10-10MG 30'S,Priligy Tab 30mg(1vix3vien),0
(PO000279255),Priligy Tab 30mg(1vix3vien),0
SARA  SIRÔ CAM 60CC,Espumisan Lqd 40Mg (Chai 30 ml),0
Medisolone 4 mg,Espumisan Lqd 40Mg (Chai 30 ml),0
ESPUMISAN  L 40MG/ ML 30ML 1'S,Espumisan Lqd 40Mg (Chai 30 ml),1
"Urgo Mouth Ulcers, Filmogel, 6ml",Espumisan Lqd 40Mg (Chai 30 ml),0
Cefbuten 200 ,Espumisan Lqd 40Mg (Chai 30 ml),0
NOVA 1947 MICROCLISMI 3g,Espumisan Lqd 40Mg (Chai 30 ml),0
BETADINE VAG DOU SOL 10% 125ML,Espumisan Lqd 40Mg (Chai 30 ml),0
Đường Tropicana Slim Low Calorie Sweetener with Sucralose 100g,Espumisan Lqd 40Mg (Chai 30 ml),0
CP61013109 - 000192 - BCDR COL SLIMSOFT CH CHARCOAL TWIN _VN X72,Ceclor 375 (1vix10Vien),0
Ellips Dưỡng Tóc Pro-Keratin PHỤC HỒI 6'S (Ellips Hair Vitamin Pro-Keratin Hair Repair),Ceclor 375 (1vix10Vien),0
BVS Diana Sensi Supernight 29cm(04)-2207,Ceclor 375 (1vix10Vien),0
CEELIN SYRUP BT/60ML,Ceclor 375 (1vix10Vien),0
KETOVAZOL 2%,Ceclor 375 (1vix10Vien),0
PO000309906 NGÀY 30/01/2024,Avene Kem Lam Lanh Da & Chong Nhiem Khuan Cicalfate Repair Cream 40Ml,0
(PO000306830),Avene Kem Lam Lanh Da & Chong Nhiem Khuan Cicalfate Repair Cream 40Ml,0
AV CICALFATE+ REPAIRING CREAM 40ML,Avene Kem Lam Lanh Da & Chong Nhiem Khuan Cicalfate Repair Cream 40Ml,1
LKM BOSS LUXURY 48H 50ML x 24,Avene Kem Lam Lanh Da & Chong Nhiem Khuan Cicalfate Repair Cream 40Ml,0
ALAXAN TAB B/25BLX4,Avene Kem Lam Lanh Da & Chong Nhiem Khuan Cicalfate Repair Cream 40Ml,0
Desbebe (Hộp 1 lọ 60ml) ,Blackmores Omega Double Tot Cho Mat Va Tim Mach (Chai 90 Vien),0
Thực phẩm bảo vệ sức khỏe Blackmores Omega Double High Strength Fish oil (90x15),Blackmores Omega Double Tot Cho Mat Va Tim Mach (Chai 90 Vien),1
Tăm bông VST trẻ em  Hộp 200  que giấy,Blackmores Omega Double Tot Cho Mat Va Tim Mach (Chai 90 Vien),0
"Viên sủi Kudos Balance Magnesium, B Complex & D3 (Tuýp/ 20 viên)",Blackmores Omega Double Tot Cho Mat Va Tim Mach (Chai 90 Vien),0
JARDIANCE DUO 12.5MG/1000MG TABS30,Blackmores Omega Double Tot Cho Mat Va Tim Mach (Chai 90 Vien),0
Neo-Tergynan (H/1 vỉ x 10 viên),Quickstick Que Thu Thai (Hop 1c),0
Tăm Bông VST Baby  hộp 200 que nhựa,Quickstick Que Thu Thai (Hop 1c),0
"Băng cá nhân trong suốt Transparent Plaster, 72mm x 18mm, 10 miếng/ hộp",Quickstick Que Thu Thai (Hop 1c),0
Vương Bảo 80v,Quickstick Que Thu Thai (Hop 1c),0
QUICKSTICK One Step Pregnancy Test (Phamatech/USA - Lot: C30056; Date: 07/2026),Quickstick Que Thu Thai (Hop 1c),1
AMLOR TAB 5MG 30'S,Quickstick Que Thu Thai (Hop 1c),0
Theo PO000280694,Quickstick Que Thu Thai (Hop 1c),0
Theo PO000308867 ngày 24/01/2024,Quickstick Que Thu Thai (Hop 1c),0
Chiết khấu theo hợp đồng mua bán,Quickstick Que Thu Thai (Hop 1c),0
Alzental 1tab,Alzental 400mg (1vi x 1vien),1
NEWBUTIN SR (HỘP 30 VIÊN),Alzental 400mg (1vi x 1vien),0
Kẹo the vị nho Playmore hũ 22g,Alzental 400mg (1vi x 1vien),0
Thực phẩm bảo vệ sức khỏe Brauer Kids Liquid MultiVitamin With Iron 200ml,Alzental 400mg (1vi x 1vien),0
SERETIDE ACCUHALER 50/500MCG 1 x 60 DOSE,Laurier Super Slimguard Bang Ve Sinh Sieu Mong Bao Ve 1mm 25cm 8M,0
MB497800 CICAPLAST CREAM B5+ 40ML,Laurier Super Slimguard Bang Ve Sinh Sieu Mong Bao Ve 1mm 25cm 8M,0
Khẩu trang 4D PMC Đen (Hộp 10 cái),Laurier Super Slimguard Bang Ve Sinh Sieu Mong Bao Ve 1mm 25cm 8M,0
LAU SM1mm2508 8x32 2210+SNDem3502,Laurier Super Slimguard Bang Ve Sinh Sieu Mong Bao Ve 1mm 25cm 8M,1
Prospan Forte 100ml,Laurier Super Slimguard Bang Ve Sinh Sieu Mong Bao Ve 1mm 25cm 8M,0
"Dầu gội dược liệu Thái Dương 7 (Chai 200ml, Hoa Bưởi Tây)",Laurier Super Slimguard Bang Ve Sinh Sieu Mong Bao Ve 1mm 25cm 8M,0
TPBS Anlene Gold 5X Hương Vani 800G,Laurier Super Slimguard Bang Ve Sinh Sieu Mong Bao Ve 1mm 25cm 8M,0
KT Unicharm 3D Mask Super Fit M05 - 2205,PMC Mieng Dan Mun 20M,0
POVIDONE,PMC Mieng Dan Mun 20M,0
Tràng Phục Linh Plus 80v,PMC Mieng Dan Mun 20M,0
JANUMET 50MG/1000MG TAB 28'S,PMC Mieng Dan Mun 20M,0
Dung Dịch Xịt Họng Nhất Nhất - Hộp x 1 chai x 20 ml,PMC Mieng Dan Mun 20M,0
ST GOI TOAN THAN JOHNSON MEM MIN 500ML_F,PMC Mieng Dan Mun 20M,0
Trà gừng Thái Dương (Hộp 10 gói x 3g),PMC Mieng Dan Mun 20M,0
(PO000280683),PMC Mieng Dan Mun 20M,0
PO000278978,PMC Giay Tham Dau 100M,0
Kem đánh răng Eucryl -50ml (62g),PMC Giay Tham Dau 100M,0
DIFELENE 50 MG 1x1x10 VIÊN,PMC Giay Tham Dau 100M,0
PHARMATON ESSENT 200IU TAB BT30 M24 VN,PMC Giay Tham Dau 100M,0
Số PO: PO000292220,PMC Giay Tham Dau 100M,0
BETADINE ANTISEPTIC SOL 10% 30ML,PMC Tam Chi Ke Rang (goi 90 cay),0
CPCN06907A - 332542-BCDR COL SS FLEX CLEAN CHARCOAL 1PK_ASIA*12,PMC Tam Chi Ke Rang (goi 90 cay),0
Kary Uni Ophthalmic Suspension 5ML B/1,PMC Tam Chi Ke Rang (goi 90 cay),0
320459-70229-SRM ĐẤT SÉT TRẮNG 120G(SK PERFECT WHIP WHITE CLAY 120G),PMC Tam Chi Ke Rang (goi 90 cay),0
Tăm chỉ kẽ răng pharma,PMC Tam Chi Ke Rang (goi 90 cay),1
BETASERC 16MG TABLETS 3X20'S,PMC Tam Chi Ke Rang (goi 90 cay),0
DIANE 35 TAB 21'S,PMC Tam Chi Ke Rang (goi 90 cay),0
JANUVIA TAB 50MG 2X14'S,HCQ (10Vi x 10Vien),0
HCQ;200MG,HCQ (10Vi x 10Vien),1
Phytogyno 250ml,HCQ (10Vi x 10Vien),0
Bio - acimin® Fiber (hộp 30 gói),HCQ (10Vi x 10Vien),0
BVS MOLPED TN S.BANDEM CANH 35CM 3X8X6,Kipel 10mg Chewble ( 4vi x 7vien),0
BVS Diana ST Cool Fresh SM K.Cánh 8-2008,Kipel 10mg Chewble ( 4vi x 7vien),0
CP61028720 - 932322 - KDR COL MF BẠC HÀ 225G + BC X 36,Kipel 10mg Chewble ( 4vi x 7vien),0
"RHINEX 0,05%  (Lốc 10 chai 15ml)",Kipel 10mg Chewble ( 4vi x 7vien),0
TRAJENTA  5MG 30 TABS,Kipel 10mg Chewble ( 4vi x 7vien),0
Nước uống Pororo hương vị sữa,Kipel 10mg Chewble ( 4vi x 7vien),0
Olanxol (10vỉ x 10v),Kipel 10mg Chewble ( 4vi x 7vien),0
DUREX GEL MASSAGE ALOE 200ML,Kipel 10mg Chewble ( 4vi x 7vien),0
PO000308950,Kipel 10mg Chewble ( 4vi x 7vien),0
Desbebe (Hộp 1 lọ 60ml) ,Sunsizopin 25mg (5 Vi x 10 Vien),0
CP61013115 - 332030 - BCDR COL 360 CHARCOAL SPIRAL BỘ ĐÔI X 12,Sunsizopin 25mg (5 Vi x 10 Vien),0
SALONPAS PAIN RELIEF PATCH   H/3mieng   Loc/10H-HISAMITSU-VIETNAM_1SA021-1-1T2,Sunsizopin 25mg (5 Vi x 10 Vien),0
ESORAGIM 20,Sunsizopin 25mg (5 Vi x 10 Vien),0
MEDEXA 4MG  (H/100V),Kipel 4mg Chewble ( 4vi x 7 vien),0
Bao cao su Pharmacity Ultra thin Long lasting hộp 3 cái (PO000306174),Kipel 4mg Chewble ( 4vi x 7 vien),0
TRIMAFORT (H/ 20 gói),Kipel 4mg Chewble ( 4vi x 7 vien),0
EFFERALGAN 80MG SUPPO B/10,Kipel 4mg Chewble ( 4vi x 7 vien),0
Đường Tropicana Slim Low Calorie Sweetener with Sucralose 100g,Kipel 4mg Chewble ( 4vi x 7 vien),0
DUREX-BCS INVISIBLE EXTRA THIN/LUB 10S,Kipel 4mg Chewble ( 4vi x 7 vien),0
Thực phẩm bảo vệ sức khỏe Brauer Baby & Kids Liquid Zinc 200mL,Kipel 4mg Chewble ( 4vi x 7 vien),0
"MEN’S GINSENG ALIPAS, Hộp/60 viên, Lô: MN07082360, HSD: 19/06/2026",Kipel 4mg Chewble ( 4vi x 7 vien),0
Dầu gội đen tóc Olive 25 ml    -    8936026880161,MGWC Vitacap Bo Sung Vitamin & Khoang Chat(5 Vi X 10 Vien),0
(PO000311072),Syndopa 275 (5Vi x 10Vien),0
Chiết khấu,Syndopa 275 (5Vi x 10Vien),0
DUNG DICH NHO MAT V.ROHTO DRYEYE 13 ML,Syndopa 275 (5Vi x 10Vien),0
PREGNACARE PLUS OMEGA 3 (H/56 VIEN),Betadine antiseptic 10% 30ml,0
BETADINE ANTISEPTIC SOL 10% 30ML,Betadine antiseptic 10% 30ml,1
NovoMix 30 FlexPen B/5 (France),Betadine antiseptic 10% 30ml,0
Jasunny (hộp 50 gói x 5g),Betadine antiseptic 10% 30ml,0
Que thử rụng trứng PMC (Hộp 07 cái),Betadine antiseptic 10% 30ml,0
PMC Khăn ướt dịu nhẹ cho bé 80 (M),Betadine antiseptic 10% 30ml,0
Durex - Bao cao su Sensual Strawberry 3s,Betadine antiseptic 10% 30ml,0
BVS Diana Sensi C.F Super.Ni29cm(4)-2207,Apival 80 - Apimed (2 vi x 14 vien),0
CLAZIC SR 30MG TAB B/10BLX10,Apival 80 - Apimed (2 vi x 14 vien),0
Chiết khấu theo hợp đồng mua bán,Apival 80 - Apimed (2 vi x 14 vien),0
"Sữa tắm Tây Thi (Hộp 1 Tube x 200g, HƯƠNG HOA HỒNG)",Apival 80 - Apimed (2 vi x 14 vien),0
AUGMENTIN 250/31.25 SAC 250MG 12'S,Apival 80 - Apimed (2 vi x 14 vien),0
APIVAL 80,Apival 80 - Apimed (2 vi x 14 vien),1
DAU NONG XOA BOP CON O (DANG LAN) 85ML,Apival 80 - Apimed (2 vi x 14 vien),0
EFFERALGAN 250MG SACHETS B/12,Apival 80 - Apimed (2 vi x 14 vien),0
PRADAXA 150MG CAPS. B/30,Apival 80 - Apimed (2 vi x 14 vien),0
VOLTAREN SUPPO 100MG 1x5 SUPPO/BOX,Apival 80 - Apimed (2 vi x 14 vien),0
COVERAM 5-10 TAB 5MG-10MG 30'S,Apival 80 - Apimed (2 vi x 14 vien),0
BETADINE ANTISEPTIC SOL 10% 125ML,Apival 80 - Apimed (2 vi x 14 vien),0
ACEMUC Kids 200mg 1g_SC30_VN,Nooapi 800mg (Hop 10 vi x 10 vien),0
CP61013109 - 000192 - BCDR COL SLIMSOFT CH CHARCOAL TWIN _VN X72,Nooapi 800mg (Hop 10 vi x 10 vien),0
PO 000306350,Nooapi 800mg (Hop 10 vi x 10 vien),0
DIFLUCAN CAP 150MG 1'S,Nooapi 800mg (Hop 10 vi x 10 vien),0
PO000308744,Nooapi 800mg (Hop 10 vi x 10 vien),0
NOOAPI 800,Nooapi 800mg (Hop 10 vi x 10 vien),1
MEPRAZ 20MG BL7x4CAP_NEW,Nooapi 800mg (Hop 10 vi x 10 vien),0
Sữa tắm Feliz- Rose scent (Body wash) (1lít),Nooapi 800mg (Hop 10 vi x 10 vien),0
FEROGLOBIN B12 LIQUID 200ML,Nooapi 800mg (Hop 10 vi x 10 vien),0
NOOAPI 1200,Nooapi 1200mg (10Vi x 10Vien),1
Tăm bông VST Gói 100 que nhựa,Nooapi 1200mg (10Vi x 10Vien),0
DAU XANH EAGLE 12ml,Nooapi 1200mg (10Vi x 10Vien),0
Pizar - 6mg (Hộp/4 viên),Nooapi 1200mg (10Vi x 10Vien),0
Quần PP Travel-Mate XL Nữ;5cái+1 cái cùng loại,Nooapi 1200mg (10Vi x 10Vien),0
"OTIV, Hộp/60 Viên, Lô: OB04102360, HSD: 01/08/2026",Panthenol Nano Bac Xit Lam Mat Da & Diu Da & San Se Da 130g,0
THỰC PHẨM BỔ SUNG: NƯỚC LỰU VITAMIN C CVITT 140ML - Hàng khuyến mãi không thu tiền,Panthenol Nano Bac Xit Lam Mat Da & Diu Da & San Se Da 130g,0
PO000306539,Panthenol Nano Bac Xit Lam Mat Da & Diu Da & San Se Da 130g,0
Panthenol nano bạc,Panthenol Nano Bac Xit Lam Mat Da & Diu Da & San Se Da 130g,1
"Kẹo Tic Tac hương vị cam 14,5 g",Panthenol Nano Bac Xit Lam Mat Da & Diu Da & San Se Da 130g,0
Jasunny (tuýp 50g),Panthenol Nano Bac Xit Lam Mat Da & Diu Da & San Se Da 130g,0
DUREX - BCS PERFORMA 12s.,Panthenol Nano Bac Xit Lam Mat Da & Diu Da & San Se Da 130g,0
TIGER BALM WHITE 30G;,Farmactive Spray Plaster Xit Bang Vet Thuong 40ml,0
Chai xịt vết thương Farmactive Spray Plaster,Farmactive Spray Plaster Xit Bang Vet Thuong 40ml,1
G3240301 - 498919 - LP TẨY TRANG MICELLAR SẠCH SÂU 400ML,Farmactive Spray Plaster Xit Bang Vet Thuong 40ml,0
Miclacol Blue - F,Farmactive Spray Plaster Xit Bang Vet Thuong 40ml,0
SING-GUM HUBBA BUBBA VI NHO 56g,Farmactive Spray Plaster Xit Bang Vet Thuong 40ml,0
"UTROGESTAN 200MG CAPSULE 1x7'S ,1x8'S",Farmactive Spray Plaster Xit Bang Vet Thuong 40ml,0
PO000307729,Natri Clorid Nuoc Suc mieng 3/2 (Chai 500ml),0
PO000291795,Natri Clorid Nuoc Suc mieng 3/2 (Chai 500ml),0
Nước uống Pororo hương vị dâu,Natri Clorid Nuoc Suc mieng 3/2 (Chai 500ml),0
P/S BCDR TRE EM 2-6 TUOI 60X1PC,Natri Clorid Nuoc Suc mieng 3/2 (Chai 500ml),0
"Megaduo plus (15g) (SL: MGP010723, HD: 15/07/2026)",Natri Clorid Nuoc Suc mieng 3/2 (Chai 500ml),0
"Urgo Waterproof, 10 miếng",Natri Clorid Nuoc Suc mieng 3/2 (Chai 500ml),0
Thuốc nhỏ mắt  (NEW V.ROHTO)  13ml - (Việt Nam),Natri Clorid Nuoc Suc mieng 3/2 (Chai 500ml),0
Thuốc ho viên ngậm bổ phế Nam Hà ( Hộp x 2 vỉ x 12 viên) - Hàng KM không thu tiền,Natri Clorid Nuoc Suc mieng 3/2 (Chai 500ml),0
NOLVADEX-D 20 MG TABLETS 3 BLISTERS X 10'S,Natri Clorid Nuoc Suc mieng 3/2 (Chai 500ml),0
Dầu gội  Thorakao  Bồ Kết  NEW  400 ml,Natri Clorid Nuoc Suc mieng 3/2 (Chai 500ml),0
PO000306074,Efticol (Lốc 10 Chai x 10 ml),0
Nước uống Pororo hương vị sữa,Efticol (Lốc 10 Chai x 10 ml),0
Podolamin 200 ( Cefpodoxim 200mg ) - Hộp 20 viên - US Pharma,Efticol (Lốc 10 Chai x 10 ml),0
"Efticol 0,9%(Chai 10ml)",Efticol (Lốc 10 Chai x 10 ml),1
"Efticol 0,9%(Chai 10ml)",Efticol (Lốc 10 Chai x 10 ml),1
"Efticol 0,9%(Chai 10ml)",Efticol (Lốc 10 Chai x 10 ml),1
"Băng keo cá nhân Pororo,4 size, 20 miếng/hộp",Efticol (Lốc 10 Chai x 10 ml),0
Insulatard 1000IU/10ml B/1 (France),Efticol (Lốc 10 Chai x 10 ml),0
CETAPHIL GENTLE SKIN CLEANSER 125ML,Efticol (Lốc 10 Chai x 10 ml),0
Tăm Bông VST Baby  hộp 200 que giấy,Tragutan Fort (3Vi x 10Vien),0
Bình rửa mũi xoang Ích Nhân (Bình + Lọ 30 viên muối 2.25g); Số lô: Lô 032023; HSD: 31/12/2027,Tragutan Fort (3Vi x 10Vien),0
ST GOI TOAN THAN JOHNSON MEM MIN 500ML_F,Tragutan Fort (3Vi x 10Vien),0
CONCOR TAB 5MG 3X10'S,Tragutan Fort (3Vi x 10Vien),0
82886 LNM NAM M LANH (BLUE) 50ML,Con nho tai Boric 3% 3/2 (10ml/chai),0
BVS Diana ST Than hoạt tính SMC8-2212,Con nho tai Boric 3% 3/2 (10ml/chai),0
Thực phẩm bảo vệ sức khỏe Blackmores Omega Double High Strength Fish oil (90x15),Con nho tai Boric 3% 3/2 (10ml/chai),0
COVERSYL PLUS 5/1.25MG TAB ARGININE 30'S,Con nho tai Boric 3% 3/2 (10ml/chai),0
CREON 25000 300MG CAPSULES 2X10'S,Con nho tai Boric 3% 3/2 (10ml/chai),0
Rowatinex,Natri clorid 0.9% 3/2  (Chai1000ml),0
Gói Thực phẩm dinh dưỡng y học Ensure Gold 850g&lt;br&gt;(Beta Glucan)&lt;br&gt;(01 gói gồm : &lt;br&gt;- 01 Thực phẩm dinh dưỡng y học Ensure Gold 850g&lt;br&gt;(Beta Glucan)&lt;br&gt;- 02 Thực phẩm dinh dưỡng  y học Ensure Gold hương vani ít ngọt 60.6g&lt;br&gt;(Beta Glucan) giá 0 đồng&lt;br&gt;&lt;br&gt;(Hàng khuyến mại không thu tiền)),Natri clorid 0.9% 3/2  (Chai1000ml),0
"BĂNG THUN Y TẾ 0,1MX3M",Natri clorid 0.9% 3/2  (Chai1000ml),0
"Rocket (VHC, Hộp 30 gói x 7,5g)",Natri clorid 0.9% 3/2  (Chai1000ml),0
DUREX GEL BOI TRON PLAY CLASSIC 50ML NEW,Natri clorid 0.9% 3/2  (Chai1000ml),0
PO000306412,Natri clorid 0.9% 3/2  (Chai1000ml),0
SAMSCA TABLETS 15MG B/10,THAI DUONG Rocket H.Tro Tang cuong Sinh ly nam (Hop 30 goi),0
ODISTAD 120  (H/42v),THAI DUONG Rocket H.Tro Tang cuong Sinh ly nam (Hop 30 goi),0
"Rocket (VHC, Hộp 30 gói x 7,5g)",THAI DUONG Rocket H.Tro Tang cuong Sinh ly nam (Hop 30 goi),1
BVS Diana HN Kháng Khuẩn 20 - 2304,THAI DUONG Rocket H.Tro Tang cuong Sinh ly nam (Hop 30 goi),0
PMC BÔNG VIÊN TIỆT TRÙNG 2X2CM (20V/GÓI),THAI DUONG Rocket H.Tro Tang cuong Sinh ly nam (Hop 30 goi),0
MEPRAZ 20MG BL7x4CAP_NEW,THAI DUONG Rocket H.Tro Tang cuong Sinh ly nam (Hop 30 goi),0
CO-DIOVAN 80MG/12.5MG 2X14,THAI DUONG Rocket H.Tro Tang cuong Sinh ly nam (Hop 30 goi),0
VOLTAREN EMULGEL 20G 1’S,Acnes Sealing Jell Kem Ngua Mun -Khang Khuan 18g,0
Aescin 20mg,Acnes Sealing Jell Kem Ngua Mun -Khang Khuan 18g,0
BVS Diana Sensi C.F Super.Ni 35(03)-2207,Acnes Sealing Jell Kem Ngua Mun -Khang Khuan 18g,0
PG Bàn chải OralB Trà đen_BCD 1x6x16 (8.19),Acnes Sealing Jell Kem Ngua Mun -Khang Khuan 18g,0
"PREDNISON 5mg VNA,C/200",Acnes Sealing Jell Kem Ngua Mun -Khang Khuan 18g,0
DUREX - BCS FETHERLITE ULTIMA 3s.,Acnes Sealing Jell Kem Ngua Mun -Khang Khuan 18g,0
Bao cao su Pharmacity Ultra Invisible Strawberry hộp 3 cái (PO000306174),Sunplay Skin Aqua SCN Duong Da Trang Min SPF50+ 25g/Tuyp,0
HCQ;200MG,Sunplay Skin Aqua SCN Duong Da Trang Min SPF50+ 25g/Tuyp,0
Tăm bông VST Gói 40 que nhựa,Acnes Scar Care Kem Mo Vet Tham & Lien Seo 12g,0
Theo PO000309206,Acnes Scar Care Kem Mo Vet Tham & Lien Seo 12g,0
CIPROBAY TAB 500MG 10'S,Acnes Scar Care Kem Mo Vet Tham & Lien Seo 12g,0
